station,dt,tn_depth,tn,month,year,din_depth,nox,nh4,din,din_N,nox_N,nh4_N,organic_N
SMT50,2013-03-29T00:00:00Z,0.2,0.29,Mar,2013,0.2,3.48,1.824,5.304,0.074293128,0.04874436,0.025548768,0.215706872
SMT50,2013-04-29T00:00:00Z,0.2,0.29,Apr,2013,0.2,2.01,5.542,7.552,0.10578086399999999,0.028154069999999996,0.07762679399999999,0.184219136
SMT50,2013-11-25T00:00:00Z,0.2,0.32,Nov,2013,0,6.74,3.671,10.411,0.145826877,0.09440718,0.051419697,0.174173123
SMT50,2014-05-29T00:00:00Z,0.2,0.27,May,2014,0,1.37,2.75,4.12,0.057708840000000004,0.019189590000000003,0.03851925,0.21229116
SMT50,2014-06-23T00:00:00Z,0.2,0.29,Jun,2014,0,0.78,8.28,9.059999999999999,0.12690342,0.01092546,0.11597795999999998,0.16309658
SMT50,2014-07-30T00:00:00Z,0.2,0.38,Jul,2014,0,2.75,4.1,6.85,0.09594794999999999,0.03851925,0.05742869999999999,0.28405205
SMT50,2015-01-23T00:00:00Z,0.2,0.28,Jan,2015,0,6.63,1.31,7.9399999999999995,0.11121558,0.09286641,0.01834917,0.16878442000000005
SMT50,2015-10-27T00:00:00Z,0.2,0.26,Oct,2015,0,4.11,6.11,10.22,0.14315154000000002,0.05756877,0.08558277,0.11684845999999999
SMT50,2015-11-25T00:00:00Z,0.2,0.26,Nov,2015,0,4.39,3.95,8.34,0.11681837999999999,0.06149072999999999,0.05532765,0.14318162
SMT50,2016-02-23T00:00:00Z,0.2,0.27,Feb,2016,0.2,2.92,2.35,5.27,0.07381688999999998,0.040900439999999996,0.03291645,0.19618311000000005
SMT50,2016-07-15T00:00:00Z,0.2,0.36,Jul,2016,0.2,0.65,7.41,8.06,0.11289642000000001,0.00910455,0.10379187000000001,0.24710358
SMT50,2016-08-16T00:00:00Z,0.2,0.58,Aug,2016,0.2,0.08,0.23,0.31,0.00434217,0.00112056,0.00322161,0.5756578299999999
SMT50,2016-10-19T00:00:00Z,0.2,0.47,Oct,2016,0.2,1.79,7.68,9.469999999999999,0.13264629,0.02507253,0.10757375999999999,0.33735371
SMT50,2016-10-19T00:00:00Z,0.2,0.47,Oct,2016,0.2,1.79,7.68,9.469999999999999,0.13264629,0.02507253,0.10757375999999999,0.33735371
SMT50,2019-05-23T00:00:00Z,0.176,0.34280422805643,May,2019,0.176,0.4900728799708936,0.2755507154607107,0.7656235954316043,0.010724089701210481,0.006864450829752306,0.0038596388714581746,0.33208013835521955
SMT50,2019-06-12T00:00:00Z,0.043,3.69230752673889,Jun,2019,0.043,2.8583641456043645,3.013845908962421,5.872210054566786,0.08225204623431696,0.04003710658748033,0.04221493964683663,3.610055480504573
SMT50,2019-07-09T00:00:00Z,0.244,0.542125161269546,Jul,2019,0.244,2.2763897283653574,1.5039081588706142,3.780297887235972,0.05295063250651425,0.03188539092521356,0.021065241581300694,0.48917452876303175
SMT50,2019-07-23T00:00:00Z,0.153,0.281921996954625,Jul,2019,0.153,2.8466534726152926,2.8727567422152718,5.719410214830564,0.0801117788791317,0.0398730751909224,0.04023870368820931,0.2018102180754933
SMT50,2019-08-13T00:00:00Z,0.194,0.227732551913722,Aug,2019,0.194,0.9259110179445144,0.4873988369780993,1.4133098549226137,0.01979623113790105,0.012969235628348813,0.006826995509552237,0.20793632077582094
SMT50,2019-09-06T00:00:00Z,0.102,0.17279124838774,Sep,2019,0.102,1.9282880384817143,0.17726236707412427,2.1055504055558387,0.02949244453062063,0.02700953055501337,0.0024829139756072584,0.14329880385711935
SMT50,2019-09-26T00:00:00Z,0.18,0.185824458746833,Sep,2019,0.18,0.8404195528781357,0.6210931613389972,1.461512714217133,0.02047140858803938,0.011771756677164047,0.008699651910875334,0.16535305015879362
SMT50,2019-10-24T00:00:00Z,0.293,0.287391728989903,Oct,2019,0.293,3.2850037369278358,3.1993732038698286,6.484376940797665,0.09082666780975289,0.04601304734314819,0.04481362046660469,0.1965650611801501
STR54,2009-07-01T00:00:00Z,0.2,0.92,Jul,2009,0,9.58,10.68,20.259999999999998,0.28378181999999996,0.13418706,0.14959476,0.6362181800000001
STR54,2009-07-21T00:00:00Z,0.2,0.5,Jul,2009,0,3.74,11.23,14.97,0.20968478999999998,0.052386180000000004,0.15729861,0.29031521000000005
STR54,2009-08-12T00:00:00Z,0.2,1.1,Aug,2009,0,11.17,19.21,30.380000000000003,0.42553266,0.15645819,0.26907447,0.6744673400000001
STR54,2009-08-27T00:00:00Z,0.2,0.74,Aug,2009,0,8.66,15.45,24.11,0.33770876999999994,0.12130062,0.21640814999999997,0.40229123000000006
STR54,2009-09-11T00:00:00Z,0.2,0.57,Sep,2009,0,7.24,8.57,15.81,0.22145067000000002,0.10141068,0.12003999,0.34854932999999994
STR54,2010-05-20T00:00:00Z,0.2,0.72,May,2010,0,5.92,8.88,14.8,0.2073036,0.08292144,0.12438216000000002,0.5126963999999999
STR54,2010-07-23T00:00:00Z,0.2,0.82,Jul,2010,0,3.3,7.19,10.49,0.14693342999999998,0.046223099999999996,0.10071033,0.67306657
STR54,2010-09-03T00:00:00Z,0.2,0.69,Sep,2010,0,4.75,10.77,15.52,0.21738864,0.06653325,0.15085539,0.4726113599999999
STR54,2011-07-18T00:00:00Z,0.2,0.58,Jul,2011,0,6.04,10.13,16.17,0.22649319000000004,0.08460227999999999,0.14189091,0.35350680999999995
STR54,2011-09-12T00:00:00Z,0.2,0.47,Sep,2011,0,2.37,4.64,7.01,0.09818907,0.03319659,0.06499248,0.37181093
STR54,2012-08-08T00:00:00Z,0.2,0.7,Aug,2012,0.1,4.12,0.03,4.15,0.05812905000000001,0.057708840000000004,4.2020999999999996e-4,0.6418709499999999
STR54,2019-05-22T00:00:00Z,0.077,0.542825957247191,May,2019,0.077,7.154802324352286,2.7394810160760428,9.894283340428329,0.1385892267493796,0.10021731615720246,0.03837191059217713,0.4042367304978114
STR54,2019-06-13T00:00:00Z,0.126,0.545359870043088,Jun,2019,0.126,11.6910382886255,3.522456519519657,15.213494808145157,0.2130954217776892,0.16375637330877738,0.049339048468911836,0.33226444826539875
STR54,2019-07-10T00:00:00Z,0.017,0.595915034503863,Jul,2019,0.017,3.4368077562738,2.314506319446214,5.751314075720014,0.08055865625861024,0.04813936624212712,0.03241929001648312,0.5153563782452527
STR54,2019-07-22T00:00:00Z,-0.009,0.405759883556533,Jul,2019,-0.009,4.145796633977222,3.1904698852344358,7.336266519211657,0.10275908513459768,0.05807017345211894,0.04468891168247874,0.3030007984219353
STR54,2019-08-13T00:00:00Z,-0.029,0.385374573850895,Aug,2019,-0.029,1.84339443430575,3.0721557746221286,4.915550208927879,0.0688521117764528,0.02582042584132064,0.04303168593513215,0.31652246207444223
STR54,2019-09-06T00:00:00Z,0.025,0.291719292914466,Sep,2019,0.025,5.0266024436686925,4.372918098267214,9.399520541935907,0.13165908423089623,0.07040762042846736,0.061251463802428865,0.1600602086835698
STR54,2019-09-26T00:00:00Z,0.01,0.264023720901393,Sep,2019,0.01,1.4800534307018929,4.557648267520993,6.037701698222886,0.08457008768700795,0.020731108403841413,0.06383897928316655,0.179453633214385
STR54,2019-10-24T00:00:00Z,0.139,0.69046249909685,Oct,2019,0.139,8.340503123783213,2.2759881496984855,10.6164912734817,0.14870519326765816,0.11682542725483147,0.03187976601282669,0.5417573058291918
